domain,type,original_reference
*stock5188.com,malicious,safebrowsing.clients.google.com
*www.amberlf.cn,malicious,www.mwsl.org.cn/
*xiaocen.com,malicious,safebrowsing.clients.google.com
*balochrise.com,attackpage,safebrowsing.google.com
*fireflypeople.ru,attackpage,safebrowsing.google.com
*buchedosa.ye.ro,attackpage,safebrowsing.google.com
*buyonshop.com,attackpage,safebrowsing.google.com
*dasretokfin.com,maliciousjs,labs.sucuri.net/
*inaltravel.ru,attackpage,safebrowsing.google.com
*iphonehackgames.com,attackpage,safebrowsing.google.com
*ksp.chel.ru,attackpage,safebrowsing.google.com
*marcasdelnorte.com.mx,attackpage,safebrowsing.google.com
*paulsdrivethru.net,attackpage,safebrowsing.google.com
*powerplanting.com,attackpage,safebrowsing.google.com
*source-games.ru,attackpage,safebrowsing.google.com
*51lvyu.com,malicious,www.mwsl.org.cn/
*56hj.cn,malicious,www.mwsl.org.cn/
*66600619.com,malicious,www.mwsl.org.cn/
*afsoft.de,attackpage,safebrowsing.google.com
*andreas-gehring.com,attackpage,safebrowsing.google.com
*athomenetwork.hu,attackpage,safebrowsing.google.com
*bag86.com,attackpage,safebrowsing.google.com
*hosse-neuenburg.de,attackpage,safebrowsing.google.com
*hydrochemie.info,attackpage,safebrowsing.google.com
*kalibrium.ru,attackpage,safebrowsing.google.com
*vimusic.net,attackpage,safebrowsing.google.com
*www.13903825045.com,malicious,www.mwsl.org.cn/
*dreamdrama.tv,attackpage,safebrowsing.google.com
*jtti.net,attackpage,safebrowsing.google.com
*mail3x.com,attackpage,safebrowsing.google.com
*remission.tv.gg,attackpage,safebrowsing.google.com
*rentminsk.net,attackpage,safebrowsing.google.com
*squirtvidz.com,attackpage,safebrowsing.google.com
*ybjch.cn,attackpage,safebrowsing.google.com
*beautysane.ru,attackpage,safebrowsing.clients.google.com
*downlaodvideo.net,attackpage,safebrowsing.clients.google.com
*wp.zontown.com,malspam,malware-traffic-analysis.net/
*330824.com,malicious,www.mwsl.org.cn/
*3sixtyventure.com,malicious,www.mwsl.org.cn/
*filesfordownloadfaster.com,attackpage,safebrowsing.clients.google.com
*hentainotits.com,attackpage,safebrowsing.google.com
*hobbyworkshop.com,attackpage,safebrowsing.google.com
*qq6500.com,attackpage,safebrowsing.google.com
*rafastudio.nl,attackpage,safebrowsing.google.com
*remorcicomerciale.ro,attackpage,safebrowsing.google.com
*sahafci.com,attackpage,safebrowsing.google.com
*sarahcraig.org,attackpage,safebrowsing.google.com
*sarepta.com.ua,attackpage,safebrowsing.google.com
*se-group.de,attackpage,safebrowsing.google.com
*sexfromindia.com,attackpage,safebrowsing.google.com
*shecanseeyou.info,attackpage,safebrowsing.google.com
*softh.blogsky.com,attackpage,safebrowsing.google.com
*songreen.com,attackpage,safebrowsing.google.com
*vfm.org.uk,attackpage,safebrowsing.google.com
*virtual-pcb.com,attackpage,safebrowsing.google.com
*freewl.xinhua800.cn,attackpage,safebrowsing.google.com
*galleries.securesoft.info,attackpage,safebrowsing.google.com
*js.securesoft.info,attackpage,safebrowsing.google.com
*lady.qwertin.ru,attackpage,safebrowsing.google.com
*livefootball.ro,attackpage,safebrowsing.google.com
*losingthisweight.com,attackpage,safebrowsing.google.com
*mizahturk.com,attackpage,safebrowsing.google.com
*oceanic.ws,attackpage,safebrowsing.google.com
*secourisme-objectif-formation.fr,attackpage,safebrowsing.google.com
*tao0451.com,attackpage,safebrowsing.google.com
*xpxp06.com,attackpage,safebrowsing.google.com
*xpxp36.com,attackpage,safebrowsing.google.com
*xpxp48.com,attackpage,safebrowsing.google.com
*xpxp53.com,attackpage,safebrowsing.google.com
*xpxp74.com,attackpage,safebrowsing.google.com
*bill.wiedemann.com,attackpage,safebrowsing.clients.google.com
*googlanalytics.ws,iframe,ddanchev.blogspot.com
*18cum.com,malicious,app.webinspector.com
*19degrees.org,malicious,app.webinspector.com
*an4u.com,attackpage,safebrowsing.clients.google.com
*ap-transz.hu,attackpage,safebrowsing.clients.google.com
*bomar-spa.com,malicious,app.webinspector.com
*privatcamvideo.de,malicious,app.webinspector.com
*rebisihut.com,attackpage,safebrowsing.clients.google.com
*winstonchurchill.ca,attackpage,safebrowsing.clients.google.com
*agronutrientes.com.mx,malicious,quttera.com
*bohoth.com,attackpage,safebrowsing.clients.google.com
*edchiu.com,malicious,app.webinspector.com
*fashion-ol.com.pl,attackpage,safebrowsing.clients.google.com
*tentsf05luxfig.rr.nu,sql_injection,isc.sans.edu
*wyf003.cn,attackpage,safebrowsing.clients.google.com
*0995114.net,attackpage,safebrowsing.google.com
*moacbeniv.com,malicious,www.freepcsecurity.co.uk
*neepelsty.cz.cc,attackpage,www.google.com
*westnorths.cn,exploit,www.malwaredomainlist.com
*18dd.net,malware,labs.snort.org/iplists
*318x.com,iframe,blog.scansafe.com
*admagnet1.com,attackpage,google.com/safebrowsing
*best-med-shop.com,attackpage,google.com/safebrowsing
*bliman.com,attackpage,safebrowsing.clients.google.com
*bookav.net,gumblar,blog.unmaskparasites.com
*bovusforum.com,attackpage,safebrowsing.clients.google.com
*brandschutztechnik-hartmann.de,malware,safebrowsing.clients.google.com
*ckt4.cn,malicious,safebrowsing.clients.google.com
*d99q.cn,zeus,blog.scansafe.com
*fnyoga.biz,gumblar,blog.unmaskparasites.com
*inent17alexe.rr.nu,maliciousjs,labs.sucuri.net
*iris2009.co.kr,gumblar,blog.unmaskparasites.com
*jquery-framework.com,malicious,sucuri.net
*m77s.cn,exploit,safebrowsing.clients.google.com
*mamj.ru,attackpage,safebrowsing.google.com
*maniyakat.cn,zeus,blog.scansafe.com/journal/2010/2/18/zeus-kneber-botnet-cache-discovered.html
*matzines.com,malware,www.malwaregroup.com/ipaddresses/details/195.88.144.81
*mefa.ws,exploit,malwaredomainlist.com
*microsearchstat.com,attackpage,safebrowsing.clients.google.com
*monidopo.bee.pl,attackpage,safebrowsing.clients.google.com
*motionritm.ru,attackpage,safebrowsing.google.com
*mylftv.com,attackpage,safebrowsing.clients.google.com
*nt002.cn,malware,safebrowsing.clients.google.com/listing-urls.php
*ntkrnlpa.cn,attackpage,safebrowsing.google.com
*nyskiffintabout.com,attackpage,google.com/safebrowsing
*oisrup.com,attackpage,safebrowsing.google.com
*onlinedetect.com,attackpage,safebrowsing.clients.google.com
*pickfonts.com,attackpage,safebrowsing.google.com
*picshic.com,attackpage,safebrowsing.google.com
*q1k.ru,iframe,blog.unmaskparasites.com/2009/06/25/hidden-cn-iframes-are-still-prevalent
*ravelotti.cn,exploit,malwaredomainlist.com
*search-box.in,htaccessredirect,sucuri.net
*skovia.com,attackpage,safebrowsing.clients.google.com
*spywareshop.info,attackpage,safebrowsing.clients.google.com
*today-newday.cn,attackpage,safebrowsing.google.com
*tottaldomain.cn,malware,blog.dynamoo.com
*uglyas.com,attackpage,google.com/safebrowsing
*woojeoung.com,attackpage,www.google.com/safebrowsing
*yanagi.co.kr,attackpage,safebrowsing.google.com
*zdesestvareznezahodi.com,iframe,blogs.paretologic.com/malwarediaries
*zenitchampion.cn,attackpage,safebrowsing.google.com
*pills.ind.in,rogue,malwaredomainlist.com
*trafdriver.com,attackpage,safebrowsing.google.com
*bestchefcafe.ro,highrisk,app.webinspector.com
*wushirongye.com,malicious,www.mwsl.org.cn/
*itappm.com,malware,malc0de.com
*glondis.cn,attackpage,safebrowsing.google.com
*goooogleadsence.biz,attackpage,safebrowsing.clients.google.com
*curiouserdesserts.com,attackpage,safebrowsing.google.com
*2000tours.com,attackpage,safebrowsing.clients.google.com
*abcmlm.com,attackpage,safebrowsing.clients.google.com
*caymanlandsales.com,malicious,quttera.com
*jeikungjapani.com,iframe,evuln.com/labs
*mampoks.ru,redirect,labs.sucuri.net
*miserji.com,malicious,www.urlvoid.com
*myeverydaylife.net,malicious,quttera.com
*nimp.org,blacklisted,sucuri.net/blacklist/alexa/2010/sep/blacklisted.txt
*nonrisem.com,attackpage,safebrowsing.clients.google.com
*rd.jiguangie.com,malicious,www.mwsl.org.cn/
*relaax.co.cc,attackpage,safebrowsing.google.com
*rolyjyl.ru,htaccessredirect,sucuri.net
*walesedu.com,attackpage,safebrowsing.clients.google.com
*zimeks.com.mk,attackpage,safebrowsing.clients.google.com
*commitse.ru,attackpage,safebrowsing.clients.google.com
*lasimp04risoned.rr.nu,attackpage,www.google.com/safebrowsing/diagnostic
*rebotstat.com,iframe,urlquery.net
*1a-teensbilder.de,attackpage,safebrowsing.clients.google.com
*autizmus.n1.hu,attackpage,safebrowsing.clients.google.com
*firoznadiadwala.com,attackpage,safebrowsing.clients.google.com
*its53new.rr.nu,malspam,blog.dynamoo.com
*narbhaveecareers.com,attackpage,safebrowsing.clients.google.com
*ssbo98omin.rr.nu,malspam,blog.dynamoo.com
*tenin58gaccel.rr.nu,malspam,blog.dynamoo.com
*vra4.com,attackpage,safebrowsing.clients.google.com
*gumblar.cn,attackpage,safebrowsing.clients.google.com
*andsto57cksstar.rr.nu,sql_injection,isc.sans.edu
*thdx08.com,attackpage,safebrowsing.google.com
*wsxhost.net,attackpage,safebrowsing.clients.google.com
*zango.com,malware,malc0de.com
*4analytics.ws,blacklisted,sucuri.net/sucuri-blacklist
*7speed.info,attackpage,safebrowsing.google.com
*biawwer.com,iframe,blog.unmaskparasites.com
*successtest.co.kr,injection,jvnrss.ise.chuo-u.ac.jp
*directlinkq.cn,attackpage,www.google.com/safebrowsing
*secure-softwaremanager.com,attackpage,safebrowsing.google.com
*the-wildbunch.net,attackpage,safebrowsing.clients.google.com
*3dpsys.com,malicious,safebrowsing.clients.google.com
*0001.2waky.com,redirect,labs.sucuri.net
*365tc.com,blacklisted,sucuri.net/blacklist/alexa/2010/sep/blacklisted.txt
*384756783900.cn,moneymule,ddanchev.blogspot.com/
*43242.com,attackpage,www.google.com
*a2132959.0lx.net,malware,malc0de.com
*adobe-update.com,malicious,vxvault.siri-urz.net
*adware-guard.com,malicious,app.webinspector.com/
*aipp-italia.it,malicious,app.webinspector.com
*alphaxiom.com,attackpage,safebrowsing.clients.google.com
*anayaoeventos.com,attackpage,safebrowsing.clients.google.com
*ancientroom.com,malicious,app.webinspector.com
*archwiadomosci.com,redirect,labs.sucuri.net
*armadaneo.info,attackpage,safebrowsing.clients.google.com
*armazones.com,attackpage,safebrowsing.clients.google.com
*assistantbilling.in,malware,www.malwareurl.com
*bbnp.com,malicious,quttera.com
*beroepsperformancescan.nl,attackpage,safebrowsing.clients.google.com
*bestdarkstar.info,attackpage,safebrowsing.google.com
*bestload.in,attackpage,safebrowsing.clients.google.com
*bioito.cn,malicious,www.google.com
*blackry.com,malware,ddanchev.blogspot.com/
*bostelbekersv.com,attackpage,safebrowsing.clients.google.com
*bowling.co.kr,attackpage,safebrowsing.clients.google.com
*bronotak.cn,malware,www.trustedsource.org
*btwosfunny.onthenetas.com,malspam,blog.dynamoo.com
*buo.cc,blacklisted,sucuri.net/blacklist/alexa/2010/sep/blacklisted.txt
*cfnmking.com,attackpage,www.google.com/safebrowsing
*check-updates.net,malware,malwaredomainlist.com
*chinacxyy.com,malware,malc0de.com
*cinemaedvd.com,blacklisted,sucuri.net/blacklist/alexa/2010/sep/blacklisted.txt
*creatives.co.in,iframe,evuln.com/labs
*crossleather.com,attackpage,www.google.com/safebrowsing
*crow-dc.ru,redirect,labs.sucuri.net
*deunce68rtaint.rr.nu,malspam,blog.dynamoo.com
*dfdsfadfsd.com,attackpage,safebrowsing.clients.google.com
*edsse.com,malware,malc0de.com
*elite-bijou.com.ua,attackpage,safebrowsing.clients.google.com
*eubuild.com,exploit,www.malwaredomainlist.com
*f-scripts.co.nr,attackpage,safebrowsing.clients.google.com
*faloge.com,exploit,malwaredomainlist.com
*fdp-stjohann-ost.de,iframe,labs.sucuri.net
*fffddd11.cn,malware,safelab.spaces.live.com/
*ffsi.info,iframe,jsunpack.jeek.org
*fightagent.ru,redirect,sucuri.net/htaccess-redirections-clearagent-ru.html
*foxionserl.com,malware,malwaredomainlist.com
*gallerycrush.com,blacklisted,sucuri.net/blacklist/alexa/2010/sep/blacklisted.txt
*gamegoldonline.in,attackpage,safebrowsing.google.com
*gclabrelscon.net,iframe,evuln.com/labs
*gillingscamps.co.uk,attackpage,safebrowsing.clients.google.com
*gogofly.cjb.net,maliciousjs,sucuri.net
*google.maniyakat.cn,exploit,malwaredomainlist.com
*grk6mgehel1hfehn.ru,iframe,evuln.com/labs
*hi8.ss.la,malware,blog.scansafe.com/
*ibookschool.co.kr,attackpage,safebrowsing.clients.google.com
*icemed.net,bhexploitkit,www.malwaredomainlist.com
*ifighi.net,malicious,labs.sucuri.net/
*illaboratoriosrl.it,malware,siteinspector.comodo.com
*indiatouragency.com,malicious,freepcsecurity.co.uk
*inet-poisk.ru,redirect,labs.sucuri.net
*investice-do-nemovitosti.eu,redirect,labs.sucuri.net
*j0008.com,malicious,www.mwsl.org.cn/
*jewoosystem.co.kr,attackpage,safebrowsing.clients.google.com
*jomlajavascript.ru,malvertising,www.webroot.com/
*jqueryjsscript.ru,malvertising,www.webroot.com/
*jsngupdwxeoa.uglyas.com,malspam,blog.dynamoo.com
*jwsc.cn,malware,vxvault.siri-urz.net/URL_List.php
*kakvsegda.com,attackpage,safebrowsing.clients.google.com
*karlast.com,rogue,malwareurl.com
*khamrianschool.com,malicious,app.webinspector.com/
*kusco.tw,malicious,app.webinspector.com
*lolblog.cn,malicious,freepcsecurity.co.uk/2009/12/16/malicious-sites-december-16/
*mah0ney.com,attackpage,safebrowsing.clients.google.com
*mainstatserver.com,malicious,blog.dynamoo.com/
*marco-behrendt.de,attackpage,safebrowsing.google.com
*matrics.ro,redkit,urlquery.net
*mayatek.info,malware,securehomenetwork.blogspot.com/2009/04/dns-super-black-hole.html
*mazda.georgewkohn.com,trojan,www.mwis.ru
*methuenedge.com,malware,labs.sucuri.net
*mmexe.com,attackpage,safebrowsing.clients.google.com
*mobile-content.info,redirect,labs.sucuri.net
*mrappolt.de,malware,www.malwaredomainlist.com/hostslist/hosts.txt
*msw67.cafe24.com,iframe,labs.sucuri.net
*muglaulkuocaklari.org,malicious,quttera.com/
*mygooglemy.com,htaccessredirect,sucuri.net
*mysimash.info,attackpage,google.safebrowsing.com
*namemaster46.net,fakeav,www.malwaredomainlist.com
*net4um.com,attackpage,safebrowsing.clients.google.com
*ninjafy.com,attackpage,safebrowsing.google.com
*nje1.cn,attackpage,safebrowsing.clients.google.com
*ocat84einc.rr.nu,attackpage,labs.sucuri.net
*ohhdear.org,attackpage,safebrowsing.clients.google.com
*old.yesmeskin.co.kr,attackpage,safebrowsing.clients.google.com
*onthenetas.com,malspam,blog.dynamoo.com
*ouroldfriends.com,scam,blog.dynamoo.com/
*passportblues.ru,malware,sucuri.net
*pattayabazaar.com,attackpage,safebrowsing.clients.google.com
*paysafecard.name,maliciousjs,sucuri.net/global
*pdk.lcn.cc,malware,www.scanw.com
*peguards.cc,caphaw,blog.dynamoo.com
*peoria33884.cz.cc,bhexploitkit,sucuri.net
*pham.duchieu.de,attackpage,safebrowsing.clients.google.com
*pinkpillar.ru,iframe,blog.sucuri.net
*pornstar-candysue.de,attackpage,safebrowsing.clients.google.com
*redlinecompany.ravelotti.cn,malware,malwaredomainlist.com
*registry-fix-softwares.com,attackpage,safebrowsing.google.com
*reycross.cn,malware,malwaredomainlist.com
*sam-sdelai.blogspot.com,attackpage,google.com/safebrowsing
*seopoint.com,attackpage,safebrowsing.clients.google.com
*snrp.uglyas.com,attackpage,safebrowsing.google.com
*spywaresite.info,rogue,www.malwareurl.com
*szdamuzhi.com,malicious,jsunpack.jeek.org
*sznm.com.cn,attackpage,safebrowsing.clients.google.com
*teksograd.ru,attackpage,www.google.com/safebrowsing
*timedirect.ru,attackpage,safebrowsing.clients.google.com
*traffok.cn,attackpage,google.com/safebrowsing/
*tvmedion.pl,malicious,support.clean-mx.de/
*vakantiefoto.mobi,attackpage,safebrowsing.clients.google.com
*wangqiao365.com,malware,malc0de.com
*webservicesttt.ru,sql_injection,ddanchev.blogspot.com
*wee4wee.ws,malware,www.google.com/
*westcountry.ru,fastflux,research.zscaler.com/
*wielkilukwarty.pl,attackpage,safebrowsing.clients.google.com
*wypromuj.nazwa.pl,redirect,labs.sucuri.net
*xanjan.cn,exploit,www.malwareurl.com/check/
*xap.ss.la,attackpage,safebrowsing.clients.google.com
*xxi.ss.la,malware,blackip.ustc.edu.cn/
*ya-googl.ws,iframe,ddanchev.blogspot.com
*yeniyuzyillions.org,attackpage,safebrowsing.clients.google.com
*yes4biz.net,malicious,quttera.com
*youthsprout.com,attackpage,safebrowsing.clients.google.com
*ysbbcrypsc.com,malicious,www.mwsl.org.cn/
*zw52.ru,iframe,labs.sucuri.net
*wittyvideos.com,gumblar,blog.unmaskparasites.com
*33kkvv.com,attackpage,safebrowsing.google.com
*44cckk.com,attackpage,safebrowsing.google.com
*44ccvv.com,attackpage,safebrowsing.google.com
*44xxdd.com,attackpage,safebrowsing.google.com
*66eexx.com,attackpage,safebrowsing.google.com
*aeaer.com,attackpage,safebrowsing.clients.google.com
*bookmark.t2t2.com,attackpage,safebrowsing.clients.google.com
*ddos.93se.com,attackpage,safebrowsing.clients.google.com
*directplugin.com,attackpage,safebrowsing.clients.google.com
*favourlinks.com,attackpage,safebrowsing.clients.google.com
*fetish-art.net,attackpage,safebrowsing.clients.google.com
*hao1680.com,attackpage,safebrowsing.clients.google.com
*impliedscripting.com,attackpage,safebrowsing.clients.google.com
*jja11.com,attackpage,safebrowsing.clients.google.com
*jja22.com,attackpage,safebrowsing.clients.google.com
*jja33.com,attackpage,safebrowsing.clients.google.com
*jja44.com,attackpage,safebrowsing.clients.google.com
*jja66.com,attackpage,safebrowsing.clients.google.com
*jjb44.com,attackpage,safebrowsing.clients.google.com
*jjb66.com,attackpage,safebrowsing.clients.google.com
*jjb77.com,attackpage,safebrowsing.clients.google.com
*jjb88.com,attackpage,safebrowsing.clients.google.com
*jjc00.com,attackpage,safebrowsing.clients.google.com
*jjc11.com,attackpage,safebrowsing.clients.google.com
*jjc22.com,attackpage,safebrowsing.clients.google.com
*jjc33.com,attackpage,safebrowsing.clients.google.com
*jjc55.com,attackpage,safebrowsing.clients.google.com
*jjd22.com,attackpage,safebrowsing.clients.google.com
*ncenterpanel.cn,attackpage,safebrowsing.clients.google.com
*spyshredderscanner.com,attackpage,safebrowsing.clients.google.com
*trafficroup.com,attackpage,safebrowsing.clients.google.com
*vccd.cn,attackpage,safebrowsing.clients.google.com
*www.nexxis.com.sg,attackpage,safebrowsing.clients.google.com
*001wen.com,attackpage,safebrowsing.clients.google.com
*0538ly.cn,attackpage,safebrowsing.clients.google.com
*0571jjw.com,attackpage,safebrowsing.clients.google.com
*07353.com,attackpage,safebrowsing.clients.google.com
*0743j.com,attackpage,safebrowsing.clients.google.com
*08819.com,attackpage,safebrowsing.clients.google.com
*75ww.com,attackpage,safebrowsing.clients.google.com
